pkt_rate,byte_rate,flow_dur,src_ip_ent,dst_ip_ent,avg_pkt_size,protocol,n_flows_same_src,label
1.4542,153.4512,16.1247,0.4728,1.0722,105.5231,1,1,0
46718.5044,3493355.5529,113.2423,9.1271,0.1538,74.7746,1,2,1
3.870968,209.032258,0.775,9.189825,0.0,54.0,6,1,1
147315.6317,5534768.9468,26.5911,9.2347,0.0959,37.5708,1,2,1
173677.3097,14742110.6442,97.0992,8.0664,0.0243,84.8822,1,1,1
0.559955,54.87561,12.501,1.905639,1.905639,98.0,1,3,0
5.465974,295.162613,3.659,9.189825,0.0,54.0,6,1,1
0.542674,50.419339,20.27,1.0,1.0,92.909,0,1,0
0.551606,54.057367,32.632,1.918296,1.918296,98.0,1,2,0
1.811594,120.772947,3.312,1.918296,1.918296,66.667,6,1,0
39.69686,59148.321905,2.771,1.970951,1.970951,1490.0,17,3,0
3.076063,166.107383,10.728,9.189825,0.0,54.0,6,1,1
0.833699,74.945151,45.58,1.905639,1.905639,89.895,6,3,0
0.48129,25.989652,8.311,9.184875,0.018258,54.0,6,1,1
149710.7684,12570506.8094,25.2382,9.9123,0.1084,83.9653,1,1,1
54825.3116,5144232.3501,4.1701,7.4121,0.173,93.8295,1,2,1
1.355014,56.910569,7.38,9.184875,0.018258,42.0,17,1,1
0.655799,61.645119,21.348,1.905639,1.905639,94.0,0,1,0
0.555131,52.459926,28.822,1.918296,1.918296,94.5,0,1,0
0.575173,56.366996,57.374,1.970951,1.970951,98.0,1,2,0
13.975302,20741.277256,52.879,1.970951,1.970951,1484.138,17,3,0
0.029706,1.366485,33.663,1.918296,1.918296,46.0,17,2,0
26885.2138,21394977.1698,10.9351,0.7634,0.0147,795.7897,17,45,1
185585.2737,14651712.7932,104.3888,7.3717,0.2328,78.9487,1,2,1
0.955749,51.610437,10.463,9.189825,0.0,54.0,6,1,1
6878.925,373605.591,49.5341,5.7448,0.352,54.3116,6,9,1
0.862317,36.217304,6.958,9.189825,0.0,42.0,17,1,1
0.577884,56.632615,53.644,1.905639,1.905639,98.0,1,3,0
0.069541,2.920723,57.52,1.970951,1.970951,42.0,0,1,0
4.124196,42317.114345,46.797,1.970951,1.970951,10260.694,6,2,0
4.788,364.9927,4.9218,0.6308,0.8844,76.2308,1,4,0
84415.7323,4650838.4093,58.7511,8.2712,0.0157,55.0945,1,1,1
81589.3122,5127004.0943,93.0767,10.1414,0.2723,62.8392,1,2,1
179556.9602,10676591.5187,54.7649,9.7459,0.028,59.4607,1,1,1
0.383589,35.723816,59.96,1.905639,1.905639,93.13,0,1,0
0.315593,27.140957,44.361,1.918296,1.918296,86.0,0,1,0
22981.2418,1132916.5935,17.4812,7.9155,0.3043,49.2974,6,1,1
127831.0716,7475148.3211,106.5199,9.7087,0.2915,58.4768,1,2,1
4.347535,44153.835864,14.951,1.970951,1.970951,10156.062,6,2,0
125960.1923,10467226.1966,92.0161,8.2469,0.0822,83.0995,1,2,1
1.24818,52.423549,9.614,9.189825,0.018204,42.0,17,1,1
1.014014,92.985053,49.309,1.905639,1.905639,91.7,6,2,0
1.292198,117.59005,6.191,1.584963,1.584963,91.0,0,1,0
9.71984,408.233276,1.749,9.189825,0.0,42.0,17,1,1
3.668801,263.146536,13.901,1.905639,1.905639,71.725,6,2,0
530.559766,51994.857036,58.721,9.189825,0.018204,98.0,1,1,1
8363.0767,448950.0743,60.8545,6.2912,0.0137,53.6824,6,2,1
29878.1758,1591833.7783,33.8991,6.126,0.0173,53.2775,6,5,1
7518.8989,321639.2801,66.8322,8.7749,0.2982,42.7774,6,9,1
24621.9829,15975351.9788,8.9084,2.978,0.2034,648.8248,17,7,1
0.587879,54.619304,56.134,1.918296,1.918296,92.909,0,1,0
21778.5962,1095411.0854,16.9718,5.3812,0.3083,50.2976,6,2,1
197201.4028,18109045.896,7.7883,8.968,0.0756,91.8302,1,2,1
0.696379,37.604457,11.488,9.189825,0.0,54.0,6,1,1
0.044261,2.036029,22.593,1.905639,1.905639,46.0,17,2,0
3.88601,278.277446,40.916,1.970951,1.970951,71.61,6,2,0
0.691228,67.740375,28.934,1.970951,1.970951,98.0,1,2,0
0.825309,34.662999,14.54,9.189825,0.0,42.0,17,1,1
27.494908,1154.786151,2.946,9.189825,0.0,42.0,17,1,1
3.8983,283.33,1.5336,0.5475,0.1634,72.6797,1,2,0
4.647233,250.95057,4.734,9.184875,0.018258,54.0,6,1,1
0.732601,71.794872,2.73,1.970951,1.970951,98.0,1,2,0
0.591235,31.926687,13.531,9.189825,0.0,54.0,6,1,1
2.150009,90.300387,16.279,9.189825,0.0,42.0,17,1,1
0.837209,35.162791,10.75,9.189825,0.0,42.0,17,1,1
0.059126,2.483297,33.826,1.970951,1.970951,42.0,0,1,0
0.038305,1.762047,26.106,1.905639,1.905639,46.0,17,3,0
0.135501,5.691057,7.38,9.184875,0.018258,42.0,17,1,1
9.143807,384.0399,1.203,9.189825,0.0,42.0,17,1,1
105347.1592,10242446.7713,64.3456,8.1231,0.1439,97.2257,1,1,1
41150.397,1751443.7003,65.7582,5.5553,0.4478,42.562,6,8,1
164305.1762,7376844.7176,106.5342,7.3971,0.016,44.8972,1,1,1
22591.9566,690909.3105,37.9922,7.5211,0.2098,30.5821,1,1,1
0.480677,47.106326,10.402,1.970951,1.970951,98.0,1,2,0
0.762777,67.065657,34.086,1.918296,1.918296,87.923,6,2,0
0.598131,58.616822,53.5,1.905639,1.905639,98.0,1,2,0
0.249097,10.462075,8.029,9.189825,0.0,42.0,17,1,1
17.831669,962.910128,2.804,9.184875,0.018258,54.0,6,1,1
3.635204,259.885204,15.68,1.918296,1.918296,71.491,6,1,0
15844.4516,647073.0089,82.5492,6.0556,0.4043,40.8391,6,3,1
4.988263,269.366197,10.224,9.189825,0.0,54.0,6,1,1
0.17801,15.78354,33.706,0.0,0.0,88.667,0,1,0
845.496,45327.8804,80.8254,7.2594,0.2914,53.611,6,6,1
0.595913,58.399493,52.021,1.970951,1.970951,98.0,1,3,0
150178.0199,9160753.911,19.9417,8.2293,0.0281,60.9993,1,2,1
130598.5875,7409028.7068,38.8335,10.003,0.0027,56.7313,1,1,1
15729.6144,19098709.7686,55.0835,1.5338,0.1827,1214.188,17,49,1
0.437335,40.280815,43.445,1.905639,1.905639,92.105,0,1,0
1.110509,100.785482,36.92,1.918296,1.918296,90.756,6,2,0
0.436681,18.340611,9.16,9.189825,0.018204,42.0,17,1,1
0.275222,24.769993,25.434,1.905639,1.905639,90.0,0,1,0
2.432552,131.357806,4.522,9.189825,0.0,54.0,6,1,1
0.595691,56.524473,30.217,1.0,1.0,94.889,0,1,0
21.73913,1452.173913,0.69,1.5,1.5,66.8,6,2,0
0.087025,3.655034,11.491,9.189825,0.0,42.0,17,1,1
1.687967,70.894623,4.147,9.189825,0.0,42.0,17,1,1
0.608076,59.591449,52.625,1.905639,1.905639,98.0,1,3,0
0.679348,66.576087,1.472,1.970951,1.970951,98.0,1,2,0
4.008016,168.336673,3.493,8.467606,0.0,42.0,0,1,1
0.633863,59.076009,55.217,1.905639,1.905639,93.2,0,1,0
144272.5587,8432313.4907,67.4672,8.9801,0.1096,58.4471,1,1,1
4.97273,49425.195166,18.702,1.905639,1.905639,9939.247,6,1,0
68373.1396,4275056.8803,2.77,7.0555,0.0276,62.5254,1,1,1
0.263764,21.820449,41.704,1.918296,1.918296,82.727,0,1,0
0.080045,3.361883,12.493,1.970951,1.970951,42.0,0,1,0
0.177022,7.434944,11.298,9.184875,0.018258,42.0,17,1,1
0.433651,18.213356,9.224,9.189825,0.0,42.0,17,1,1
10.92128,458.693772,9.248,9.189825,0.018204,42.0,17,1,1
1.18068,108.372093,27.95,1.905639,1.905639,91.788,6,2,0
3.6294,444.0469,21.6676,1.3276,0.4226,122.3478,1,1,0
1.984127,107.142857,2.52,9.184875,0.018258,54.0,6,1,1
0.611752,58.238767,32.693,1.905639,1.905639,95.2,0,1,0
3.761661,271.230816,33.23,1.905639,1.905639,72.104,6,1,0
48633.3866,2111968.768,74.0781,8.2405,0.2428,43.4263,6,3,1
0.883219,81.059863,10.19,1.905639,1.905639,91.778,0,1,0
41.887032,62411.677597,4.727,1.918296,1.918296,1490.0,17,2,0
4.557406,38876.326809,51.345,1.905639,1.905639,8530.363,6,1,0
93328.5314,93066012.225,21.7173,0.9542,0.1229,997.1872,17,29,1
0.46244,42.441681,19.462,1.905639,1.905639,91.778,0,1,0
5.238829,220.030817,6.49,9.189825,0.0,42.0,17,1,1
109632.1152,6216050.5645,8.2941,7.9476,0.2998,56.6992,1,1,1
0.666371,27.987561,9.004,9.189825,0.0,42.0,17,1,1
0.075188,4.06015,13.3,9.189825,0.0,54.0,6,1,1
178219.4142,17679196.8108,13.1466,10.3217,0.0235,99.1991,1,2,1
0.901307,37.85489,2.219,9.189825,0.0,42.0,17,1,1
0.317158,27.852262,34.683,1.905639,1.905639,87.818,0,1,0
0.428046,23.114459,11.681,9.184875,0.018258,54.0,6,1,1
0.071393,2.998501,14.007,1.970951,1.970951,42.0,0,1,0
79931.9114,6817463.1733,37.6813,8.1753,0.001,85.2909,1,2,1
0.311397,16.815445,9.634,9.189825,0.0,54.0,6,1,1
23.972603,1294.520548,2.92,9.184875,0.018258,54.0,6,1,1
2.768237,149.4848,19.507,9.189825,0.018204,54.0,6,1,1
0.483526,47.385508,14.477,1.970951,1.970951,98.0,1,2,0
13.007652,19381.400824,16.99,1.970951,1.970951,1490.0,17,3,0
0.559059,53.535489,44.718,0.918296,0.918296,95.76,0,1,0
1.379057,57.920382,10.877,9.189825,0.0,42.0,17,1,1
0.265528,23.543469,45.193,1.918296,1.918296,88.667,0,1,0
0.571936,56.049699,50.705,1.905639,1.905639,98.0,1,3,0
0.718804,30.189764,6.956,9.189825,0.0,42.0,17,1,1
1.520334,140.535918,10.524,1.918296,1.918296,92.438,6,2,0
10275.6783,518096.4028,11.0335,9.447,0.0172,50.4197,6,4,1
0.05202,2.392905,38.447,1.905639,1.905639,46.0,17,2,0
94445.9822,114651062.5386,16.881,0.8095,0.4385,1213.9327,17,6,1
3.734908,201.685052,11.513,9.184875,0.018258,54.0,6,1,1
18.497641,27501.190029,23.949,1.970951,1.970951,1486.74,17,3,0
7.084265,382.550336,10.728,9.189825,0.0,54.0,6,1,1
0.492166,48.232303,12.191,1.459148,1.459148,98.0,0,1,0
0.786061,33.014542,7.633,9.189825,0.0,42.0,17,1,1
0.697003,65.518271,20.086,1.918296,1.918296,94.0,0,1,0
1.247194,52.38214,4.009,9.184875,0.018258,42.0,0,1,1
0.600797,55.819542,18.309,1.918296,1.918296,92.909,0,1,0
3893.6634,181868.6126,34.9755,9.4692,0.4928,46.7089,6,1,1
0.388048,20.954598,12.885,9.189825,0.0,54.0,6,1,1
0.226809,9.52597,4.409,9.189825,0.0,42.0,17,1,1
0.056596,2.60343,53.007,1.918296,1.918296,46.0,17,2,0
67148.4049,4535150.2003,34.1487,9.5265,0.298,67.5392,1,1,1
4.737,42734.770866,46.654,1.905639,1.905639,9021.484,6,2,0
0.896057,37.634409,6.696,9.189825,0.0,42.0,17,1,1
37.356322,55660.91954,1.74,1.918296,1.918296,1490.0,17,2,0
0.95223,51.420409,6.301,9.189825,0.0,54.0,6,1,1
5.232379,47203.826029,42.237,1.918296,1.918296,9021.484,6,1,0
1.875733,78.780774,4.265,9.189825,0.0,42.0,17,1,1
71516.6881,6090880.3372,117.4113,8.7404,0.1019,85.1673,1,1,1
0.143771,7.76364,13.911,9.189825,0.0,54.0,6,1,1
3.384095,142.13198,4.137,9.189825,0.0,42.0,17,1,1
0.174429,9.419152,5.733,9.189825,0.0,54.0,6,1,1
0.682877,62.824671,41.003,1.905639,1.905639,92.0,0,1,0
4.4225,495.5442,9.7629,1.2767,1.0175,112.0504,1,1,0
0.60012,25.205041,9.998,9.189825,0.0,42.0,17,1,1
3.54488,252.997035,46.546,1.970951,1.970951,71.37,6,2,0
4.755817,47269.240603,19.555,1.905639,1.905639,9939.247,6,1,0
4.320199,45144.546649,55.553,1.970951,1.970951,10449.646,6,2,0
3.9991,293.5122,8.874,0.4377,0.7613,73.3948,1,2,0
73857.8474,3714568.9318,13.8732,9.3231,0.1997,50.2935,1,2,1
0.220702,19.568896,54.372,1.905639,1.905639,88.667,0,1,0
94562.8187,111399291.2056,13.9039,2.4001,0.4759,1178.0454,17,31,1
27.456647,191518.786127,0.692,1.5,1.5,6975.316,6,1,0
1.097531,100.922923,60.135,1.459148,1.459148,91.955,6,2,0
154842.6553,11157511.7851,55.7627,8.3073,0.2106,72.0571,1,1,1
100889.3317,9199420.0852,92.7107,7.3632,0.1155,91.1833,1,1,1
146270.1353,7787833.9603,12.4944,10.1898,0.167,53.2428,1,2,1
7.689022,415.207176,4.682,9.189825,0.0,54.0,6,1,1
0.144207,7.787151,13.869,9.189825,0.0,54.0,6,1,1
0.571102,30.83952,10.506,9.189825,0.0,54.0,6,1,1
1.113999,99.424434,10.772,1.905639,1.905639,89.25,6,1,0
5.369238,54530.150339,12.106,1.905639,1.905639,10156.031,6,1,0
0.689545,28.960908,18.853,9.189825,0.0,42.0,17,1,1
5099.1735,204160.9982,2.1014,9.2139,0.4635,40.0381,6,8,1
0.207383,20.323517,19.288,1.905639,1.905639,98.0,1,2,0
3.4393,421.013,6.8843,0.9816,0.9377,122.4115,1,1,0
0.630186,61.758219,19.042,1.970951,1.970951,98.0,1,2,0
0.083549,5.848442,23.938,1.905639,1.905639,70.0,0,1,0
49649.4488,1857760.0396,73.0132,9.0389,0.0267,37.4175,1,2,1
0.879826,78.252769,57.966,1.811278,1.811278,88.941,6,3,0
6.424966,346.948141,2.179,9.184875,0.018258,54.0,6,1,1
17425.124,957466.9516,118.4235,8.2972,0.2438,54.9475,1,1,1
8.61244,361.722488,2.09,9.184875,0.018258,42.0,17,1,1
0.965929,52.160169,11.388,9.184875,0.018258,54.0,6,1,1
196417.9022,13832385.8732,13.3571,9.1926,0.1614,70.4232,1,1,1
54065.7652,3591070.7812,79.1998,10.3041,0.1189,66.4204,1,2,1
4.499791,46052.392912,28.668,1.970951,1.970951,10234.341,6,2,0
0.6532,61.644,10.3181,1.1037,0.4885,94.3692,1,3,0
4.1799,445.4958,28.1311,0.352,1.1403,106.581,1,4,0
0.057864,2.430274,17.282,1.970951,1.970951,42.0,0,1,0
7520.5525,332728.8848,78.8639,6.3231,0.3533,44.2426,6,6,1
33358.9175,2751647.2861,40.9654,8.8179,0.0615,82.4861,1,1,1
0.59319,24.913987,8.429,9.189825,0.0,42.0,17,1,1
74787.0765,3144211.4841,45.8456,7.4001,0.2221,42.0422,1,1,1
0.241359,23.653215,20.716,1.970951,1.970951,98.0,1,3,0
2.642192,142.678348,7.191,9.189825,0.0,54.0,6,1,1
0.957444,86.144776,39.689,1.905639,1.905639,89.974,6,3,0
0.271887,11.41925,11.034,9.189825,0.018204,42.0,17,1,1
0.308515,16.659811,19.448,9.189825,0.0,54.0,6,1,1
2.042901,136.193395,2.937,1.970951,1.970951,66.667,6,2,0
4.178689,291.214804,20.102,1.891061,1.974938,69.69,6,1,0
2.373418,99.683544,1.264,9.189825,0.0,42.0,17,1,1
0.031625,1.454729,31.621,1.970951,1.970951,46.0,17,3,0
0.447628,18.800358,11.17,9.189825,0.0,42.0,17,1,1
0.623956,58.064635,54.491,1.905639,1.905639,93.059,0,1,0
1.743085,94.126563,13.195,9.189825,0.0,54.0,6,1,1
784.9544,69275.5001,55.0508,9.0031,0.2998,88.2542,1,2,1
0.566123,55.480072,35.328,1.970951,1.970951,98.0,1,3,0
16.575155,24622.534993,38.793,1.918296,1.918296,1485.509,17,2,0
0.059203,2.486531,16.891,9.189825,0.0,42.0,17,1,1
2.849905,153.89487,3.158,9.189825,0.0,54.0,6,1,1
5.06553,53068.344456,12.437,1.970951,1.970951,10476.365,6,1,0
0.078777,3.30865,12.694,1.970951,1.970951,42.0,0,1,0
0.052994,2.225755,18.87,1.918296,1.918296,42.0,0,1,0
39.229672,58452.211127,2.804,1.905639,1.905639,1490.0,17,3,0
0.678806,61.564797,33.883,1.918296,1.918296,90.696,0,1,0
0.86326,84.599448,5.792,1.918296,1.918296,98.0,1,2,0
177933.4878,16287511.8534,55.1731,7.3699,0.2965,91.5371,1,1,1
0.685753,62.403566,34.998,1.905639,1.905639,91.0,0,1,0
0.469857,46.045974,27.668,1.970951,1.970951,98.0,1,2,0
0.607371,59.522321,55.979,1.970951,1.970951,98.0,1,2,0
3.590384,150.796129,6.406,9.189825,0.0,42.0,17,1,1
3.5651,239.9101,26.4045,0.4515,0.8535,67.2944,1,3,0
0.379622,15.94412,13.171,9.184875,0.018258,42.0,0,1,1
0.036095,1.515972,27.705,1.970951,1.970951,42.0,0,1,0
2.805836,117.845118,1.782,9.189825,0.0,42.0,17,1,1
3.872775,209.129862,12.136,9.184875,0.018258,54.0,6,1,1
0.798403,78.243513,2.505,1.970951,1.970951,98.0,1,3,0
0.524207,51.372299,26.707,0.918296,0.918296,98.0,0,1,0
0.628588,61.601643,23.863,1.970951,1.970951,98.0,1,3,0
70615.2265,2675887.4594,78.0603,7.2292,0.2615,37.8939,1,2,1
46578.5023,1968611.1285,59.6066,7.6186,0.1593,42.2644,6,2,1
1.00981,42.412002,6.932,9.189825,0.0,42.0,17,1,1
0.040402,1.858511,49.502,1.970951,1.970951,46.0,17,3,0
29248.7406,2090668.4395,117.0121,9.5724,0.0331,71.4789,1,1,1
26773.5198,14864785.0758,31.9247,0.2871,0.1987,555.2047,17,18,1
0.882216,79.295611,57.809,1.0,1.0,89.882,6,2,0
0.618204,60.584021,54.998,1.905639,1.905639,98.0,1,2,0
106384.7452,4515434.4144,71.6005,8.0057,0.0486,42.4444,1,2,1
174727.9217,14467603.0804,77.0824,7.5603,0.1385,82.8008,1,2,1
2.182413,117.850323,10.997,9.189825,0.0,54.0,6,1,1
0.847458,76.159679,44.84,1.905639,1.905639,89.868,6,2,0
0.923734,78.690607,34.642,1.970951,1.970951,85.188,6,3,0
20647.8512,979701.1282,59.9018,8.1298,0.1271,47.4481,6,7,1
2.033633,85.412593,12.785,9.189825,0.0,42.0,17,1,1
0.176149,7.398274,5.677,9.189825,0.0,42.0,17,1,1
0.581079,53.796697,53.349,1.918296,1.918296,92.581,0,1,0
195472.9276,7748613.979,91.3626,8.6692,0.2155,39.6403,1,1,1
40.015848,59623.613312,5.048,1.891061,1.974938,1490.0,17,3,0
13043.7185,542415.2737,75.4619,8.9917,0.2219,41.5844,1,1,1
0.835282,71.500167,53.874,1.970951,1.970951,85.6,6,3,0
0.781403,42.195741,5.119,9.008429,0.0,54.0,6,1,1
0.73692,72.218128,9.499,1.905639,1.905639,98.0,1,3,0
2.339986,98.279422,7.265,9.189825,0.0,42.0,17,1,1
1.170025,106.243936,35.042,1.905639,1.905639,90.805,6,2,0
2.108222,140.548138,2.846,1.905639,1.905639,66.667,6,1,0
145103.859,13664100.1099,106.2879,8.7904,0.1887,94.1677,1,1,1
0.035663,1.640514,28.04,1.918296,1.918296,46.0,17,2,0
168497.2373,5521484.3523,92.7323,7.1605,0.1862,32.769,1,2,1
0.048876,2.052786,20.46,1.970951,1.970951,42.0,0,1,0
3.591825,253.421213,55.682,1.905639,1.905639,70.555,6,1,0
3.294676,177.912493,7.588,9.189825,0.0,54.0,6,1,1
1.078949,98.109978,53.756,1.905639,1.905639,90.931,6,3,0
0.592333,56.721793,42.206,1.905639,1.905639,95.76,0,1,0
1.496259,62.842893,8.02,9.189825,0.0,42.0,17,1,1
0.103242,4.336155,9.686,9.189825,0.018204,42.0,17,1,1
40517.09,2285407.4609,68.9315,5.8569,0.1358,56.406,6,3,1
0.589308,57.75221,35.635,1.918296,1.918296,98.0,1,1,0
102125.673,6525928.6819,87.5866,9.1297,0.2693,63.901,1,1,1
0.755002,31.710079,2.649,9.189825,0.0,42.0,17,1,1
0.31027,13.031337,3.223,1.970951,1.970951,42.0,0,1,0
0.254907,24.980882,15.692,1.905639,1.905639,98.0,0,1,0
0.561167,23.569024,1.782,9.189825,0.0,42.0,17,1,1
0.849618,83.262532,1.177,1.970951,1.970951,98.0,1,2,0
4.79297,342.431101,22.533,1.905639,1.905639,71.444,6,2,0
1.911741,80.293134,12.554,9.189825,0.0,42.0,17,1,1
12393.6564,471939.1717,83.662,8.4554,0.1646,38.0791,1,1,1
4.156838,40853.988632,51.722,1.918296,1.918296,9828.14,6,1,0
47340.4605,2141509.3716,16.7663,8.6524,0.2591,45.2363,6,4,1
1.161767,106.741771,28.405,1.905639,1.905639,91.879,6,3,0
0.041015,1.886676,48.763,1.905639,1.905639,46.0,17,3,0
2.019619,84.824005,6.932,9.189825,0.0,42.0,17,1,1
7043.0115,302361.6339,40.6522,9.0575,0.4028,42.9307,6,8,1
0.981008,89.919165,50.968,1.970951,1.970951,91.66,6,3,0
0.392311,16.47705,2.549,9.189825,0.0,42.0,17,1,1
0.864803,74.776593,52.035,1.905639,1.905639,86.467,6,2,0
165485.4247,10563011.5342,91.8553,7.962,0.2033,63.8305,1,2,1
1.867414,166.666667,6.426,1.970951,1.970951,89.25,6,2,0
4.142502,173.985087,8.449,9.189825,0.0,42.0,17,1,1
0.338162,33.13983,35.486,1.970951,1.970951,98.0,1,3,0
4.811279,42118.174698,53.624,1.905639,1.905639,8754.05,6,2,0
1.479091,62.121823,7.437,9.189825,0.0,42.0,17,1,1
42275.7613,53866510.1674,15.5354,0.4571,0.2194,1274.1701,17,6,1
0.585322,54.840162,44.42,1.0,1.0,93.692,0,1,0
0.345185,14.497756,11.588,9.189825,0.0,42.0,17,1,1
0.204374,8.583691,4.893,9.189825,0.0,42.0,17,1,1
0.676209,28.400766,8.873,9.189825,0.0,42.0,17,1,1
4.075201,288.12577,55.212,1.918296,1.918296,70.702,6,1,0
15.010642,630.446959,17.854,9.189825,0.0,42.0,17,1,1
0.520237,21.849964,9.611,9.189825,0.0,42.0,17,1,1
0.638366,62.559847,15.665,1.970951,1.970951,98.0,1,2,0
1.486673,62.440268,9.417,9.189825,0.0,42.0,17,1,1
0.609685,58.435924,42.645,1.918296,1.918296,95.846,0,1,0
0.056651,2.605937,52.956,1.970951,1.970951,46.0,17,3,0
0.430994,38.039914,53.365,1.905639,1.905639,88.261,0,1,0
48191.5388,4212933.2245,62.1475,7.979,0.2827,87.4206,1,2,1
34461.49,3263780.3282,24.3921,7.1128,0.1388,94.708,1,2,1
0.230079,18.252934,13.039,1.918296,1.918296,79.333,0,1,0
0.505433,49.532474,27.699,1.970951,1.970951,98.0,1,3,0
6.748919,69606.348202,9.483,1.918296,1.918296,10313.703,6,1,0
160893.4074,12169844.2127,65.5314,9.5825,0.1561,75.6392,1,1,1
0.211864,11.440678,14.16,9.189825,0.0,54.0,6,1,1
2.791347,117.236567,2.866,9.189825,0.0,42.0,17,1,1
2.4492,265.3087,27.7474,0.3715,0.2775,108.3241,1,1,0
0.06393,2.685079,15.642,1.970951,1.970951,42.0,0,1,0
4.865334,346.133797,11.51,1.918296,1.918296,71.143,6,1,0
13.930035,20755.751655,15.865,1.970951,1.970951,1490.0,17,3,0
15.701894,23319.13613,56.49,1.0,1.0,1485.116,17,2,0
8.83511,371.074618,10.413,9.189825,0.0,42.0,17,1,1
90174.6238,104768658.4026,57.4439,2.1801,0.1204,1161.8419,17,20,1
0.629435,61.684596,17.476,1.905639,1.905639,98.0,1,2,0
65184.7082,4865532.2082,38.6128,7.2142,0.1468,74.6422,1,2,1
0.728105,30.580404,9.614,9.189825,0.018204,42.0,17,1,1
6.121995,436.553874,8.984,1.918296,1.918296,71.309,6,1,0
46004.2788,2207004.2011,58.4772,6.1862,0.4526,47.9739,6,5,1
4.646484,47432.003257,41.752,1.905639,1.905639,10208.149,6,1,0
3.457301,246.073912,51.196,0.918296,0.918296,71.175,0,1,0
1.026958,100.641849,7.79,1.905639,1.905639,98.0,1,2,0
0.389226,21.018216,12.846,9.189825,0.0,54.0,6,1,1
15.295359,139379.219409,1.896,1.918296,1.918296,9112.517,6,2,0
1.438159,60.402685,2.086,9.189825,0.0,42.0,17,1,1
0.033851,1.421753,29.541,1.811278,1.811278,42.0,0,1,0
161414.5738,16096398.8843,58.225,7.2082,0.001,99.7209,1,1,1
0.649773,35.087719,3.078,9.189825,0.0,54.0,6,1,1
0.439399,23.727572,13.655,9.189825,0.0,54.0,6,1,1
4.691165,312.744332,1.279,1.905639,1.905639,66.667,6,1,0
14.018987,20842.594937,31.6,1.970951,1.970951,1486.74,17,3,0
1.319261,71.240106,6.064,9.189825,0.0,54.0,6,1,1
0.565421,55.411292,47.752,1.970951,1.970951,98.0,1,2,0
44135.3205,2468456.0887,56.1576,6.672,0.2051,55.9293,6,4,1
4.676871,252.55102,2.352,9.184875,0.018258,54.0,6,1,1
3.990423,167.597765,6.265,9.189825,0.0,42.0,17,1,1
34139.0497,1449955.8366,41.8405,7.9149,0.2786,42.4721,6,4,1
0.073438,3.08438,13.617,9.189825,0.0,42.0,17,1,1
0.725722,68.580759,22.047,1.918296,1.918296,94.5,0,1,0
0.8595,69.0421,8.1085,0.1423,0.5827,80.3238,1,3,0
24713.6989,2081118.5778,118.3402,8.3658,0.1736,84.2091,1,2,1
1225.2143,65380.964,33.0251,7.3748,0.4715,53.3629,6,7,1
133615.3433,9899094.2753,35.4409,9.1267,0.046,74.0865,1,2,1
0.111062,4.664594,9.004,9.189825,0.0,42.0,17,1,1
41306.6463,2625725.8356,86.2596,9.6412,0.0309,63.5667,1,1,1
2.38697,216.512216,7.122,1.970951,1.970951,90.706,6,3,0
1.268912,68.52123,10.245,9.189825,0.0,54.0,6,1,1
0.327332,13.747954,3.055,9.189825,0.0,42.0,17,1,1
15.252742,22648.57467,55.531,1.0,1.0,1484.885,17,2,0
2.454657,103.095595,7.333,9.184875,0.018258,42.0,17,1,1
99107.6331,8755535.1402,69.6487,8.4153,0.2313,88.3437,1,2,1
1.915375,103.430263,5.743,9.189825,0.0,54.0,6,1,1
0.990099,80.510683,19.19,1.905639,1.905639,81.316,6,3,0
10.457516,439.215686,0.765,9.189825,0.0,42.0,17,1,1
0.605877,57.255377,26.408,1.905639,1.905639,94.5,0,1,0
0.040136,1.685731,24.915,1.891061,1.974938,42.0,0,1,0
0.338333,29.998872,35.468,1.905639,1.905639,88.667,0,1,0
0.312142,13.109978,9.611,9.189825,0.0,42.0,17,1,1
2.386635,128.878282,3.352,9.189825,0.0,54.0,6,1,1
3.440135,247.959528,14.825,1.905639,1.905639,72.078,6,1,0
0.7384,76.3569,23.6837,0.4728,1.0814,103.4124,1,4,0
0.07965,3.345281,12.555,9.189825,0.0,42.0,17,1,1
4.0,168.0,3.75,9.189825,0.0,42.0,17,1,1
0.593602,55.710674,45.485,1.905639,1.905639,93.852,0,1,0
3.380135,182.527301,3.846,9.189825,0.0,54.0,6,1,1
0.121566,5.105762,8.226,1.970951,1.970951,42.0,0,1,0
0.246731,13.323464,12.159,9.189825,0.0,54.0,6,1,1
3575.3256,177471.751,98.3895,7.5239,0.0679,49.6379,1,1,1
0.898703,88.072923,7.789,1.905639,1.905639,98.0,1,3,0
0.310945,13.059701,9.648,9.189825,0.0,42.0,17,1,1
1.020929,100.051046,5.877,1.905639,1.905639,98.0,1,3,0
1.190791,64.302726,7.558,9.189825,0.0,54.0,6,1,1
33683.1557,2211706.7466,74.8475,9.3453,0.2789,65.6621,1,2,1
5.287741,222.085133,11.347,9.189825,0.018204,42.0,17,1,1
32478.548,1570915.824,26.8511,8.7833,0.1532,48.3678,1,1,1
100874.9283,9062079.7655,24.8758,9.3693,0.2514,89.8348,1,1,1
148291.4683,11323282.9894,72.9736,8.3621,0.1463,76.3583,1,1,1
0.70035,65.832916,19.99,1.918296,1.918296,94.0,0,1,0
0.055698,2.339312,17.954,1.905639,1.905639,42.0,0,1,0
